VERSION,ROMMON,HOSTNAME,UPTIME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
17.3.1a,IOS-XE,dist-rtr01,"2 hours, 5 minutes",reload,packages.conf,['CSR1000V'],['9US41LZZ0Z8'],0x2102,[]
