UPTIME,LAST_REBOOT_REASON,OS,BOOT_IMAGE,PLATFORM,HOSTNAME,SERIAL
"0 day(s), 5 hour(s), 31 minute(s), 41 second(s)",Unknown,9.2(4),bootflash:///nxos.9.2.4.bin,9000v,dist-sw02,9YO0H2N8QBW
