NEIGHBOR_ID,PRIORITY,STATE,ADDRESS,INTERFACE
172.16.252.38,1,FULL/DR,172.16.252.38,GigabitEthernet0/0/0/0
172.16.252.38,1,FULL/DROTHER,172.16.253.3,GigabitEthernet0/0/0/1
172.31.252.2,1,FULL/DR,172.16.253.4,GigabitEthernet0/0/0/1
172.16.252.25,1,FULL/DR,172.16.252.21,GigabitEthernet0/0/0/2
172.16.252.33,1,FULL/DR,172.16.252.29,GigabitEthernet0/0/0/3
