VERSION,ROMMON,HOSTNAME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
17.3.1a,IOS-XE,dist-rtr01,reload,packages.conf,['CSR1000V'],['9US41LZZ0Z8'],0x2102,[]
