VERSION,ROMMON,HOSTNAME,UPTIME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
,Bootstrap,edge-sw01,"4 hours, 52 minutes",Unknown reason,/vios_l2-adventerprisek9-m,['IOSv'],['9MAZMX2YL8J'],0x101,[]
