LAST_REBOOT_REASON,OS,BOOT_IMAGE,PLATFORM,HOSTNAME,SERIAL
Unknown,9.2(4),bootflash:///nxos.9.2.4.bin,9000v,dist-sw01,9KB1WQRTO59
