UPTIME,LAST_REBOOT_REASON,OS,BOOT_IMAGE,PLATFORM,HOSTNAME,SERIAL
"0 day(s), 4 hour(s), 20 minute(s), 28 second(s)",Unknown,9.2(4),bootflash:///nxos.9.2.4.bin,9000v,dist-sw02,9YO0H2N8QBW
