VERSION,ROMMON,HOSTNAME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
17.3.1a,IOS-XE,dist-rtr02,reload,packages.conf,['CSR1000V'],['9W1S8O788C4'],0x2102,[]
