BUNDLE_IFACE,BUNDLE_STATUS,BUNDLE_PROTO,BUNDLE_PROTO_STATE,PHYS_IFACE,PHYS_IFACE_STATUS
Po1,(SU),LACP,,"['Eth1/1', 'Eth1/2']","['(P)', '(P)']"
