VERSION,ROMMON,HOSTNAME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
17.3.1a,IOS-XE,internet-rtr01,reload,packages.conf,['CSR1000V'],['9KVSLX6LKLO'],0x2102,[]
