NEIGHBOR_ID,PRIORITY,STATE,DEAD_TIME,ADDRESS,INTERFACE,NEIGHBOR_UPTIME
172.16.252.38,1,FULL/DR,00:00:34,172.16.252.38,GigabitEthernet0/0/0/0,03:49:50
172.16.252.38,1,FULL/DROTHER,00:00:30,172.16.253.3,GigabitEthernet0/0/0/1,03:49:50
172.31.252.2,1,FULL/DR,00:00:39,172.16.253.4,GigabitEthernet0/0/0/1,03:50:18
172.16.252.25,1,FULL/DR,00:00:30,172.16.252.21,GigabitEthernet0/0/0/2,03:50:11
172.16.252.33,1,FULL/DR,00:00:38,172.16.252.29,GigabitEthernet0/0/0/3,03:50:10
