VERSION,ROMMON,HOSTNAME,UPTIME,RELOAD_REASON,RUNNING_IMAGE,HARDWARE,SERIAL,CONFIG_REGISTER,MAC
15.9(3)M2,Bootstrap,iosv-0,"3 hours, 16 minutes",Unknown reason,/vios-adventerprisek9-m,['IOSv'],['99OZNPL7AXXQNXJZBUXGC'],0x0,[]
